Word,Lemmas
worrier,worriers
adulteration,adulterations
adventurism,adventurisms
aesop,aesops
airhead,airheads
amputee,amputees
anemometer,anemometers
angularity,angularities
anthill,anthills
aspersion,aspersions
assignor,assignors
bacteriologist,bacteriologists
betrayer,betrayers
billiards,billiardss
bluey,blueyer
brashness,brashnesses
calender,calendering;calenders;calendered
catalog,catalogs
centroid,centroids
chondrite,chondrites
clicker,clickers
colonizer,colonizers
columbine,columbines
comeuppance,comeuppances
connectedness,connectednesses
conventicle,conventicles
crisscross,crisscrossed;crisscrossing;crisscrosses
cubby,cubbies
cupful,cupfuls
decompress,decompressed;decompresses;decompressing
demerit,demerits
depolarization,depolarizations
depolarize,depolarized;depolarizing;depolarizes
despatcher,despatchers
deviousness,deviousnesses
dieback,diebacks
disinter,disinterred;disinterring;disinters
dissidence,dissidences
dowser,dowsers
driller,drillers
drudge,drudges
earthling,earthlings
eatery,eateries
electroencephalogram,electroencephalograms
embolism,embolisms
emotionality,emotionalities
entrenchment,entrenchments
ergonomist,ergonomists
fabricator,fabricators
factotum,factotums
favela,favelas
flatterer,flatterers
foghorn,foghorns
fossilize,fossilized;fossilizing;fossilizes
giddiness,giddinesses
goner,goners
grantee,grantees
greenstone,greenstones
gunfight,gunfights
haberdashery,haberdasheries
hake,hakes
halberdier,halberdiers
halftone,halftones
hatchway,hatchways
hooch,hooches
hornpipe,hornpipes
hotfoot,hotfooted;hotfooting;hotfoots
hypothyroidism,hypothyroidisms
immunosuppression,immunosuppressions
individualize,individualized;individualizing;individualizes
infamy,infamies
instrumentalism,instrumentalisms
iridescence,iridescences
iridium,iridiums
irreversibility,irreversibilities
kedgeree,kedgerees
kilter,kilters
kingpin,kingpins
limey,limeys
lockout,lockouts
looseness,loosenesses
lyse,lysed;lysing
masher,mashers
mealy,mealiest;mealier
mendicant,mendicants
merchandiser,merchandisers
miniscule,miniscules
muezzin,muezzins
multilevel,multilevelled
musketry,musketries
neurosurgery,neurosurgeries
newspaperman,newspapermen
ouster,ousters
overstay,overstayed;overstaying;overstays
overtax,overtaxed;overtaxing;overtaxes
paperclip,paperclips;paperclipped
patchouli,patchoulis
peephole,peepholes
pertussis,pertusses
pithead,pitheads
placer,placers
pontiff,pontiffs
porphyry,porphyries
portend,portended;portends;portending
presentment,presentments
printmaker,printmakers
processional,processionals
protract,protracted;protracting;protracts
rapeseed,rapeseeds
rearm,rearmed;rearming;rearms
redcoat,redcoats
reexamine,reexamined;reexamining;reexamines
refold,refolded;refolding
rehash,rehashes;rehashing;rehashed
religiosity,religiosities
repack,repacked;repacking
repast,repasts
resect,resected;resecting
rhea,rheas
rictus,rictuss
ropy,ropies;ropier
roulade,roulades
sacredness,sacrednesses
saleswoman,saleswomen
satirize,satirized;satirizing;satirizes
scabby,scabbiest;scabbier
scalability,scalabilities
scrimshaw,scrimshaws
scummy,scummiest
seward,sewards
sibilant,sibilants
sisal,sisals
striation,striations
substituent,substituents
substructure,substructures
subtend,subtended;subtends;subtending
sunder,sundered;sundering;sunders
supergiant,supergiants
superscript,superscripts
swank,swanking;swanked;swanks
systematization,systematizations
toady,toadies;toadying;toadied
topicality,topicalities
trilateral,trilaterals
truckle,truckles;truckled;truckling
turnstone,turnstones
tweet,tweets;tweeting;tweeted
underachieve,underachieving;underachieves;underachieved
vasoconstriction,vasoconstrictions
wavefront,wavefronts
winnow,winnowing;winnowed;winnows
wizen,wizened
wordsmith,wordsmiths
xanthine,xanthines
xenolith,xenoliths
zygote,zygotes
adoptee,adoptees
advertorial,advertorials
affine,affines
alizarin,alizarins
azide,azides
baryon,baryons
besieger,besiegers
bestiality,bestialities
blackhead,blackheads
bombast,bombasts
boto,botos
bowstring,bowstrings
boxwood,boxwoods
bucolic,bucolics
bugler,buglers
cagoule,cagoules
calorimeter,calorimeters
canker,cankers;cankered
caraway,caraways
carport,carports
cartload,cartloads
chiaroscuro,chiaroscuroes
chickpea,chickpeas
clop,clopping;clopped;clops
coagulate,coagulated;coagulates;coagulating
codger,codgers
coir,coirs
coloratura,coloraturas
comity,comities
coyness,coynesses
cryostat,cryostats
dairymaid,dairymaids
deactivate,deactivated;deactivates;deactivating
dipstick,dipsticks
doorpost,doorposts
drabness,drabnesses
dukedom,dukedoms
edification,edifications
egress,egresses;egressing;egressed
emo,emos
excoriate,excoriated;excoriating;excoriates
factorial,factorials
formalization,formalizations
friedan,friedans
fruitcake,fruitcakes
gecko,geckos
goof,goofed;goofing;goofs
greeny,greenies
hailstone,hailstones
halitosis,halitoses
headwind,headwinds
helot,helots
hexagram,hexagrams
hillbilly,hillbillies
homograph,homographs
hydrofoil,hydrofoils
importune,importuned;importuning;importunes
incumbency,incumbencies
influencer,influencers
insole,insoles
interpenetration,interpenetrations
isotherm,isotherms
janissary,janissaries
jotter,jotters
joule,joules
lowbrow,lowbrows
maltreat,maltreated;maltreats;maltreating
mandrake,mandrakes
mastership,masterships
melamine,melamines
microenvironment,microenvironments
mien,miens
mineshaft,mineshafts
myosin,myosins
naturalize,naturalizing;naturalizes;naturalized
neuralgia,neuralgias
neutralist,neutralists
noonday,noondays
nosebleed,nosebleeds
obviousness,obviousnesses
oleander,oleanders
oligarch,oligarchs
orbiter,orbiters
outsell,outsells;outselling;outsold
outstay,outstayed;outstaying;outstays
palpate,palpated;palpating;palpates
pastrami,pastramis
pax,paxes
pecan,pecans
perceiver,perceivers
percolator,percolators
peridotite,peridotites
peroration,perorations
pharmacologist,pharmacologists
pharyngeal,pharyngeals
piddle,piddled;piddling;piddles
piebald,piebalds
piroxicam,piroxicams
prankster,pranksters
premeditate,premeditated;premeditates;premeditating
psalmist,psalmists
psycholinguist,psycholinguists
qi,qis
ramify,ramifying;ramified;ramifies
relict,relicts
retinoblastoma,retinoblastomas
revitalization,revitalizations
romanticize,romanticized;romanticizes;romanticizing
ruble,rubles
samosa,samosas
sextant,sextants
sloe,sloes
snicker,snickered;snickering;snickers
snowdrift,snowdrifts
squaw,squaws
stenographer,stenographers
striate,striated;striates;striating
strictness,strictnesses
stuffiness,stuffinesses
subheading,subheadings
subserve,subserved;subserving;subserves
substation,substations
sunblock,sunblocks
swath,swaths
syncopation,syncopations
tauten,tautened;tautening;tautens
telomere,telomeres
thalamus,thalamuss
thunderclap,thunderclaps
tilth,tilths
toastmaster,toastmasters
transaminase,transaminases
transfuse,transfused;transfuses;transfusing
trisomy,trisomies
trustworthiness,trustworthinesses
turbot,turbots
twerp,twerps
tympanum,tympanums
unhitch,unhitched;unhitching
unseal,unsealed;unsealing;unseals
walkover,walkovers
washstand,washstands
windowpane,windowpanes
wingspan,wingspans
withe,withes
wog,wogs
wraparound,wraparounds
aerofoil,aerofoils
allocator,allocators
antediluvian,antediluvians
anticoagulant,anticoagulants
appraiser,appraisers
asphyxiation,asphyxiations
bargainer,bargainers
basher,bashers
battlefront,battlefronts
beanbag,beanbags
biofuel,biofuels
bookkeeper,bookkeepers
bounder,bounders
brainstem,brainstems
bylaw,bylaws
cannulation,cannulations
cavil,cavils;cavilling;cavilled
chalcedony,chalcedonies
chlorinate,chlorinated;chlorinating;chlorinates
chloroquine,chloroquines
classwork,classworks
clearness,clearnesses
cliffhanger,cliffhangers
cognizance,cognizances
collider,colliders
copybook,copybooks
counterculture,countercultures
craw,craws
cubbyhole,cubbyholes
cunnilingus,cunnilinguss
decapitation,decapitations
derangement,derangements
disembarkation,disembarkations
disparagement,disparagements
disquisition,disquisitions
drachma,drachmas;drachmae
dressy,dressier;dressiest
ducat,ducats
eavesdropper,eavesdroppers
emplace,emplaced;emplaces;emplacing
erector,erectors
federate,federated;federates;federating
frazzle,frazzled;frazzling;frazzles
fustian,fustians
gallivant,gallivanting;gallivants;gallivanted
googly,googlies
hairpiece,hairpieces
harebell,harebells
hitchhike,hitchhiking;hitchhiked;hitchhikes
horserace,horseracing
idler,idlers
imagist,imagists
immanence,immanences
inkwell,inkwells
instantiation,instantiations
intaglio,intaglios
iterate,iterating;iterated;iterates
kitbag,kitbags
lapidary,lapidaries
leukemia,leukemias
lexicography,lexicographies
ligate,ligated;ligating;ligates
magnetometer,magnetometers
marksmanship,marksmanships
marmoset,marmosets
megastore,megastores
melanocyte,melanocytes
menarche,menarches
mender,menders
metabolize,metabolized;metabolizing;metabolizes
micrometer,micrometers
misalignment,misalignments
mitogen,mitogens
mudguard,mudguards
muffler,mufflers
myocardium,myocardiums
neighbor,neighbors
neologism,neologisms
nerd,nerds
nucleon,nucleons
oculist,oculists
outdate,outdated
overemphasize,overemphasized;overemphasizing;overemphasizes
oxtail,oxtails
periwinkle,periwinkles
philander,philandering;philanders;philandered
pock,pocked;pocks
pockmark,pockmarked;pockmarks
politico,politicos;politicoes
postmistress,postmistresses
proctologist,proctologists
prolactin,prolactins
proteasome,proteasomes
pyroxene,pyroxenes
quire,quires;quiring
recycler,recyclers
reducer,reducers
registrant,registrants
retry,retried;retrying;retries
retsina,retsinas
riband,ribands
rustler,rustlers
sackcloth,sackcloths
sailboat,sailboats
sarin,sarins
scallywag,scallywags
schismatic,schismatics
shellfire,shellfires
skit,skits
slattern,slatterns
snowfield,snowfields
soybean,soybeans
squeegee,squeegees
stimulator,stimulators
stoup,stoups
strop,strops;stropped;stropping
suppliant,suppliants
swanky,swankiest;swankier
tamp,tamped;tamping;tamps
taxidermist,taxidermists
thermocouple,thermocouples
thieve,thieving;thieved;thieves
transposon,transposons
twister,twisters
uncoil,uncoiling;uncoils;uncoiled
unction,unctions
underspend,underspending;underspends
unfunny,unfunniest
universalist,universalists
unworthiness,unworthinesses
whalebone,whalebones
wop,wops
acetylation,acetylations
agitprop,agitprops
aimlessness,aimlessnesses
airstream,airstreams
allometry,allometries
ambrosia,ambrosias
antiphon,antiphons
applique,appliqued;appliques
archdeaconry,archdeaconries
armature,armatures
astigmatism,astigmatisms
atheroma,atheromas
beeline,beelines
beneficence,beneficences
bifocal,bifocals
blueberry,blueberries
boatload,boatloads
bookplate,bookplates
braggart,braggarts
breakpoint,breakpoints
brutalize,brutalized;brutalizing;brutalizes
calliper,callipers
cantonment,cantonments
cardiology,cardiologies
caryatid,caryatids
censer,censers
chilliness,chillinesses
clunch,clunches
commissary,commissaries
concatenate,concatenated;concatenating;concatenates
counterexample,counterexamples
counterfeiter,counterfeiters
countermeasure,countermeasures
creamery,creameries
dexamethasone,dexamethasones
diplomate,diplomates
disapprobation,disapprobations
doorframe,doorframes
doppelganger,doppelgangers
drawstring,drawstrings
employable,employables
endive,endives
enlistment,enlistments
etude,etudes
exoticism,exoticisms
faintness,faintnesses
fanlight,fanlights
fiefdom,fiefdoms
firefight,firefighting;firefights
flume,flumes
fluorescein,fluoresceins
fulfillment,fulfillments
futurity,futurities
gaucho,gauchos
geisha,geishas
gumbo,gumboes
gunsmith,gunsmiths
hagiography,hagiographies
hearken,hearkening;hearkened;hearkens
heist,heists;heisted;heisting
hothead,hotheads;hotheaded
hotshot,hotshots
hula,hulas
hydrophobicity,hydrophobicities
idolize,idolized;idolizes;idolizing
imbed,imbedded;imbedding;imbeds
immunize,immunized;immunizing;immunizes
inure,inured;inures;inuring
irruption,irruptions
jailhouse,jailhouses
jockstrap,jockstraps
judgeship,judgeships
kilobyte,kilobytes
landholder,landholders
lectin,lectins
leu,leus
locative,locatives
logician,logicians
manta,mantas
maxillary,maxillaries
meatball,meatballs
meow,meowed;meowing;meows
metastability,metastabilities
midpoint,midpoints
misname,misnamed;misnaming;misnames
moccasin,moccasins
mockingbird,mockingbirds
munificence,munificences
musicologist,musicologists
neoprene,neoprenes
newel,newels
newsdesk,newsdesks
nonce,nonces
nostrum,nostrums
obstruent,obstruents
oceanographer,oceanographers
opossum,opossums
organza,organzas
orientalist,orientalists
ostracize,ostracized;ostracizing;ostracizes
outstation,outstations
overdress,overdressed;overdressing;overdresses
papaya,papayas
parasitism,parasitisms
phagocyte,phagocytes
phosphorescence,phosphorescences
photostat,photostats;photostatted;photostatting;photostating;photostated
phrenologist,phrenologists
pleurisy,pleurisies
polyandry,polyandries
poorhouse,poorhouses
predestinarian,predestinarians
promptness,promptnesses
prothrombin,prothrombins
purebred,purebreds
recursion,recursions
relaxant,relaxants
remonstrance,remonstrances
reprographic,reprographics
restorationist,restorationists
retrench,retrenched;retrenching;retrenches
returnee,returnees
rheumatology,rheumatologies
runt,runts;runted
salivation,salivations
sandstorm,sandstorms
sashay,sashayed;sashaying;sashays
scimitar,scimitars
shortwave,shortwaves
sidelight,sidelights
singleness,singlenesses
skewness,skewnesses
skinful,skinfuls
sleepwalker,sleepwalkers
slicer,slicers
smartness,smartnesses
solecism,solecisms
songster,songsters
spigot,spigots
storybook,storybooks
streptococcus,streptococcuss
subassembly,subassemblies
syndicalism,syndicalisms
synonymy,synonymies
taskmaster,taskmasters
tastebud,tastebuds
taxicab,taxicabs
teashop,teashops
telework,teleworking;teleworked
tetrahedral,tetrahedrals
toluene,toluenes
tradespeople,tradespeoples
trousseau,trousseaus;trousseaux
truncation,truncations
ulna,ulnas
unlace,unlaced;unlacing;unlaces
vegetate,vegetated;vegetates;vegetating
verst,versts
vroom,vrooming
weekender,weekenders
whitey,whiteys
windlass,windlasses;windlassed
wineskin,wineskins
woodpile,woodpiles
woodruff,woodruffs
zygomatic,zygomatics
acquisitiveness,acquisitivenesses
adulterate,adulterated;adulterating;adulterates
ampoule,ampoules
anabaptist,anabaptists
angiogenesis,angiogeneses
asbestosis,asbestoses
auteur,auteurs
balloonist,balloonists
beastliness,beastlinesses
begetter,begetters
bigamy,bigamies
blimp,blimps
blunderbuss,blunderbusses
bodybuilder,bodybuilders
brasilia,brasilias
breakable,breakables
browbeat,browbeating;browbeats;browbeaten
chartreuse,chartreuses
chastisement,chastisements
cheeseburger,cheeseburgers
cinematographer,cinematographers
civilize,civilized;civilizing;civilizes
codpiece,codpieces
coelacanth,coelacanths
commutation,commutations
commutator,commutators
comprehensibility,comprehensibilities
condominium,condominiums
conga,congas;congaing;congaed
construal,construals
contemporaneity,contemporaneities
contusion,contusions
cookware,cookwares
cosmologist,cosmologists
crawler,crawlers
crossbreed,crossbreeding;crossbreeds;crossbred
cyborg,cyborgs
dancehall,dancehalls
debauch,debauched;debauches;debauching
dengue,dengues
detox,detoxed;detoxing;detoxes
dextral,dextrals
discontinuation,discontinuations
disorganization,disorganizations
divvy,divvied
downtime,downtimes
drugstore,drugstores
edginess,edginesses
emendation,emendations
en,ens
endoderm,endoderms
entrapment,entrapments
eutectic,eutectics
excitability,excitabilities
exotoxin,exotoxins
fantail,fantails
fearlessness,fearlessnesses
fiber,fibers
firecracker,firecrackers
footwall,footwalls
frugality,frugalities
fungible,fungibles
fusillade,fusillades;fusillading;fusilladed
geniality,genialities
giantess,giantesses
giblet,giblets
gimlet,gimlets
glottal,glottalling
golliwog,golliwogs
granulate,granulated;granulating;granulates
grenadine,grenadines
guar,guars
gyroscope,gyroscopes
gyrus,gyruss
halfback,halfbacks
halftime,halftimes
halide,halides
hallucinogen,hallucinogens
handbell,handbells
henhouse,henhouses
hittite,hittites
hornbeam,hornbeams
hydrate,hydrated;hydrating;hydrates
hymnody,hymnodies
intermarry,intermarried;intermarrying;intermarries
invulnerability,invulnerabilities
inwardness,inwardnesses
ionosphere,ionospheres
knower,knowers
knowingness,knowingnesses
kumquat,kumquats
liquify,liquified;liquifies;liquifying
locution,locutions
lugger,luggers
magnifier,magnifiers
maladjustment,maladjustments
mammary,mammaries
masseuse,masseuses
militarization,militarizations
minimization,minimizations
misapply,misapplied;misapplying;misapplies
misprice,mispricing;mispriced
molehill,molehills
multivitamin,multivitamins
mutagen,mutagens
myelin,myelins
newsstand,newsstands
nifedipine,nifedipines
nuclide,nuclides
oligosaccharide,oligosaccharides
onrush,onrushing
outage,outages
overdraw,overdrawing;overdraws;overdrew;overdrawn
overprint,overprinted;overprinting;overprints
oxygenation,oxygenations
pachytene,pachytenes
pandemic,pandemics
paramour,paramours
penology,penologies
percussionist,percussionists
playmaker,playmakers
polymerization,polymerizations
predestine,predestined;predestines;predestining
pricy,pricier;priciest
pulitzer,pulitzers
radioisotope,radioisotopes
ratiocination,ratiocinations
razorbill,razorbills
recirculate,recirculated;recirculating
rehydrate,rehydrated
repopulate,repopulated;repopulating
resorption,resorptions
rhetorician,rhetoricians
rhomboid,rhomboids
rigor,rigors
roadster,roadsters
roomette,roomettes
rotifer,rotifers
ruination,ruinations
schistosomiasis,schistosomiases
scrapie,scrapies
seashell,seashells
selflessness,selflessnesses
seraph,seraphim;seraphs
sextet,sextets
shamanism,shamanisms
showtime,showtimes
shuttlecock,shuttlecocks;shuttlecocked
sightsee,sightseeing;sightsees;sightsaw;sightseen
slammer,slammers
slushy,slushier;slushiest
sporozoite,sporozoites
stepsister,stepsisters
storyboard,storyboarding;storyboards
styrofoam,styrofoams
supercool,supercooling;supercooled
syncope,syncopes
tailcoat,tailcoats;tailcoated
tallyman,tallymen
telemetry,telemetries
theocracy,theocracies
thorium,thoriums
thumbprint,thumbprints
tiebreaker,tiebreakers
tramline,tramlines
traverser,traversers
unselfishness,unselfishnesses
urology,urologies
valise,valises
vanadium,vanadiums
virion,virions
viticulture,viticultures
wanderlust,wanderlusts
warmonger,warmongers;warmongering
wineglass,wineglasses
wolverine,wolverines
abase,abased;abasing;abases
acetylene,acetylenes
adjacency,adjacencies
adrenergic,adrenergics
ammeter,ammeters
analogize,analogizing;analogized;analogizes
anklet,anklets
asymptote,asymptotes
autoclave,autoclaving;autoclaved;autoclaves
avowal,avowals
badinage,badinages
ballade,ballades
basilisk,basilisks
bearskin,bearskins
bebop,bebops
bemusement,bemusements
bespeak,bespeaks;bespeaking;bespoke;bespoken
bestir,bestirred;bestirring;bestirs
biome,biomes
bloodlust,bloodlusting
bract,bracts
bradycardia,bradycardias
broiler,broilers
buckskin,buckskins
bummer,bummers
busload,busloads
butte,buttes
canonization,canonizations
canonize,canonized;canonizing;canonizes
caparison,caparisoned;caparisons;caparisoning
carotene,carotenes
centenarian,centenarians
charwoman,charwomen
chasten,chastened;chastening;chastens
cheesecloth,cheesecloths
chemotaxis,chemotaxes
chinchilla,chinchillas
closeup,closeups
cloverleaf,cloverleaves
coarsen,coarsened;coarsening;coarsens
coder,coders
collagenase,collagenases
colostrum,colostrums
comport,comporting;comported;comports
constrictor,constrictors
costermonger,costermongers
customize,customized;customizing;customizes
dartboard,dartboards
decile,deciles
delectation,delectations
denationalization,denationalizations
depopulate,depopulated;depopulating;depopulates
deputize,deputizing;deputized;deputizes
descender,descenders
doghouse,doghouses
dogwood,dogwoods
dormancy,dormancies
dotage,dotages
dragnet,dragnets
encrypt,encrypted;encrypting;encrypts
endometrium,endometriums
eschatology,eschatologies
exudate,exudates
eyeglass,eyeglasses
fetlock,fetlocks
fickleness,ficklenesses
flavonoid,flavonoids
flexion,flexions
flunk,flunked;flunks;flunking
forewing,forewings
fossa,fossas
fraternize,fraternizing;fraternized;fraternizes
freon,freons
futon,futons
gizmo,gizmos
grabber,grabbers
gumption,gumptions
gunslinger,gunslingers
handshaking,handshakings
homogenize,homogenized;homogenizing;homogenizes
homophony,homophonies
hydrodynamic,hydrodynamics
hypersecretion,hypersecretions
icefall,icefalls
immure,immured;immures;immuring
implosion,implosions
inadvertence,inadvertences
inculcation,inculcations
inhalant,inhalants
insensibility,insensibilities
jammer,jammers
keratin,keratins
kinsfolk,kinsfolks
licentiousness,licentiousnesses
malleus,malleuss
mantilla,mantillas
medico,medicos
merino,merinos
microsecond,microseconds
midazolam,midazolams
millivolt,millivolts
mistime,mistimed;mistiming;mistimes
modernizer,modernizers
muntjac,muntjacs
nawab,nawabs
nucleoside,nucleosides
obfuscate,obfuscating;obfuscates;obfuscated
oilcloth,oilcloths
outscore,outscored;outscoring
outsmart,outsmarted;outsmarting;outsmarts
overbook,overbooking;overbooked;overbooks
overexpress,overexpressed;overexpressing
parenchyma,parenchymas
parturition,parturitions
payday,paydays
phonecall,phonecalls
photoreceptor,photoreceptors
plasmodium,plasmodiums
presentiment,presentiments
protostome,protostomes
pustule,pustules
queasiness,queasinesses
racketeer,racketeers
redox,redoxes
repot,repotting;repotted;repots
retrovirus,retroviruss
roleplay,roleplays;roleplayed
sandman,sandmen
sapien,sapiens
scriptorium,scriptoria
seismology,seismologies
slenderness,slendernesses
smooch,smooching;smooched;smooches
spinsterhood,spinsterhoods
starveling,starvelings
sterilizer,sterilizers
stylize,stylized;stylizes;stylizing
styrene,styrenes
sublimity,sublimities
superfine,superfines
suprasegmental,suprasegmentals
tenpence,tenpences
ternary,ternaries
thwack,thwacked;thwacking;thwacks
toecap,toecaps;toecapped
tracheotomy,tracheotomies
tradable,tradables
truckload,truckloads
turnoff,turnoffs
unicycle,unicycling
verbena,verbenas
vestal,vestals
vim,vims
virginian,virginians
wainscot,wainscots;wainscotted;wainscotting
wardroom,wardrooms
welfarist,welfarists
wimple,wimples;wimpled
wordplay,wordplays
abomasum,abomasums
afghani,afghanis
aftershock,aftershocks
ampicillin,ampicillins
annalist,annalists
anticline,anticlines
apraxia,apraxias
aquaculture,aquacultures
astrakhan,astrakhans
augury,auguries
backgammon,backgammons
ballistics,ballisticss
bareboat,bareboating
baseboard,baseboards
bedpost,bedposts
bewitchment,bewitchments
bibliographer,bibliographers
biota,biotas
birdcage,birdcages
blab,blabbed;blabbing;blabs
blastomere,blastomeres
blather,blathering;blathers;blathered
boson,bosons
bouillon,bouillons
bowery,boweries
bowsprit,bowsprits
bulrush,bulrushes
burg,burgs
cahoot,cahoots
caliphate,caliphates
carefulness,carefulnesses
casuarina,casuarinas
chorea,choreas
cleanness,cleannesses
clockmaker,clockmakers
cockade,cockades;cockaded
concavity,concavities
contortionist,contortionists
contractility,contractilities
convolvulus,convolvuluss
cortisol,cortisols
coulomb,coulombs
counterintelligence,counterintelligences
counterpoise,counterpoised;counterpoises;counterpoising
cutlass,cutlasses
cycad,cycads
cytosol,cytosols
dabbler,dabblers
demurrer,demurrers
diorite,diorites
dipterocarp,dipterocarps
discriminator,discriminators
dispatcher,dispatchers
doily,doilies
dreamland,dreamlands
drippy,drippiest
eatable,eatables
efferent,efferents
electrocution,electrocutions
ellipsoid,ellipsoids
emend,emended;emending;emends
entendre,entendres
escrow,escrows
exculpate,exculpated;exculpating;exculpates
expatiate,expatiated;expatiating;expatiates
expiate,expiated;expiating;expiates
fetishist,fetishists
fluoresce,fluoresces;fluoresced;fluorescing
galilean,galileans
galosh,galoshes
gassy,gassies;gassier;gassiest
germinal,germinals
gimmickry,gimmickries
grader,graders
grog,grogs
guardroom,guardrooms
gusher,gushers
gusset,gussets
hopi,hopis
hosier,hosiers
hotness,hotnesses
icebreaker,icebreakers
inconstancy,inconstancies
isomorphism,isomorphisms
lechery,lecheries
leery,leeries
lifesaver,lifesavers
livy,livies
logjam,logjams
magnesia,magnesias
maharaja,maharajas
malinger,malingering;malingers;malingered
masseur,masseurs
meatus,meatuss
medulla,medullas
millinery,millineries
mischance,mischances
moniker,monikered
monoamine,monoamines
moussaka,moussakas
musicology,musicologies
mycologist,mycologists
mycoplasma,mycoplasmas
nanosecond,nanoseconds
naphthalene,naphthalenes
neighborhood,neighborhoods
neuroscientist,neuroscientists
neutralization,neutralizations
nigella,nigellas
nightwear,nightwears
normalcy,normalcies
notate,notated;notating;notates
octet,octets
oncologist,oncologists
ouzo,ouzoes
paleontology,paleontologies
percolation,percolations
piffle,piffling;piffles;piffled
pimento,pimentos
plat,plats
premeditation,premeditations
pretrial,pretrials
problematize,problematized;problematizes
progressivism,progressivisms
propinquity,propinquities
puppetry,puppetries
raddle,raddled;raddles;raddling
reassignment,reassignments
recency,recencies
redneck,rednecks
reversibility,reversibilities
rhinestone,rhinestones
scabious,scabiouss
scape,scaped;scapes
seedbed,seedbeds
shindig,shindigs
snick,snicked;snicking;snicks
songbook,songbooks
sophistry,sophistries
sportswoman,sportswomen
staleness,stalenesses
stapler,staplers
starburst,starbursts
stockroom,stockrooms
sugarcane,sugarcanes
sulfate,sulfated;sulfates
supercoil,supercoiling;supercoiled
suppurate,suppurating;suppurates;suppurated
surtax,surtaxes;surtaxing;surtaxed
switchblade,switchblades
tailgate,tailgating;tailgates
taxiway,taxiways
tetrahedron,tetrahedrons
timberland,timberlands
transitivity,transitivities
triage,triages
tricolor,tricolors
ukulele,ukuleles
unbuckle,unbuckling;unbuckles;unbuckled
unclip,unclipping;unclips
uncool,uncoolest
underbrush,underbrushes
vermiculite,vermiculites
wallah,wallahs
warfarin,warfarins
wigwam,wigwams
xylene,xylenes
abbacy,abbacies
abstainer,abstainers
adulteress,adulteresses
agglutination,agglutinations
agriculturist,agriculturists
agronomic,agronomics
aikido,aikidoes
aldehyde,aldehydes
alopecia,alopecias
aquavit,aquavits
attainder,attainders
attestation,attestations
autobiographer,autobiographers
avidity,avidities
backhander,backhanders
backseat,backseats
balancer,balancers
bandana,bandanas
bandleader,bandleaders
bathhouse,bathhouses
bemuse,bemusing;bemused;bemuses
bessemer,bessemers
bicentennial,bicentennials
blackface,blackfaces
bootee,bootees
brioche,brioches
brouhaha,brouhahas
carrack,carracks
castrato,castratos
casuistry,casuistries
checkup,checkups
chipper,chippers
chromate,chromates
cinematography,cinematographies
clavicle,clavicles
cloudiness,cloudinesses
coaming,coamings
colloquy,colloquies
compartmentalize,compartmentalized;compartmentalizing;compartmentalizes
compote,compotes
concreteness,concretenesses
conjurer,conjurers;also;spelled
contextualize,contextualizing;contextualized
contraindicate,contraindicated;contraindicates;contraindicating
cortisone,cortisones
cropland,croplands
cuneiform,cuneiforms
dangerousness,dangerousnesses
deadhead,deadheads;deadheading
densitometry,densitometries
descant,descants;descanted
dialectology,dialectologies
differentiator,differentiators
dirtiness,dirtinesses
disjoint,disjoints;disjointing;disjointed
disorient,disorienting;disoriented;disorients
eclair,eclairs
elastase,elastases
engorge,engorged;engorging;engorges
erythema,erythemas
expiation,expiations
farmhand,farmhands
fieldfare,fieldfares
flannelette,flannelettes
flipchart,flipcharts
foliate,foliated;foliates;foliating
fussiness,fussinesses
gat,gats
gawk,gawking;gawked;gawks
gelignite,gelignites
genuflect,genuflected;genuflecting;genuflects
gettysburg,gettysburgs
glamorize,glamorized;glamorizes;glamorizing
gobbledygook,gobbledygooks
goldfinch,goldfinches
golem,golems
gridlock,gridlocked
hame,hamed;hames
handsomeness,handsomenesses
hawser,hawsers
heartiness,heartinesses
hic,hics
hobnob,hobnobbing;hobnobs;hobnobbed
hydrocephalus,hydrocephaluss
ibex,ibexes
imager,imagers
impala,impalas
incandescence,incandescences
informatic,informatics
inquisitiveness,inquisitivenesses
inseminate,inseminated;inseminates;inseminating
insurability,insurabilities
integrand,integrands
invagination,invaginations
italicize,italicized;italicizing;italicizes
lactase,lactases
lamplighter,lamplighters
lawgiver,lawgivers
lidocaine,lidocaines
liniment,liniments
lye,lyes
managership,managerships
mazurka,mazurkas
medicate,medicated;medicating;medicates
microtubule,microtubules
miler,milers
miscast,miscasting;miscasts
miscegenation,miscegenations
misdiagnose,misdiagnosed
mouser,mousers
multitask,multitasking
musicality,musicalities
necromancy,necromancies
neoclassicism,neoclassicisms
nurturance,nurturances
nymphomaniac,nymphomaniacs
oatcake,oatcakes
outwork,outworks;outworking
palliation,palliations
pennyworth,pennyworths
picnicker,picnickers
plagiarize,plagiarizing;plagiarized;plagiarizes
plainchant,plainchants
plow,plowed;plows;plowing
pocketful,pocketfuls
professionalize,professionalized;professionalizing
prophase,prophases
proselytize,proselytizing;proselytized;proselytizes
pulverize,pulverized;pulverizing;pulverizes
pupate,pupating;pupated;pupates
reabsorb,reabsorbed;reabsorbing;reabsorbs
recidivism,recidivisms
reflectivity,reflectivities
renter,renters
reproducer,reproducers
reunify,reunified;reunifies;reunifying
revivalism,revivalisms
rubato,rubatoes
rushlight,rushlights
schoolyard,schoolyards
