Word,Lemmas
signer,signers
signet,signets
significance,significances
significant,insignificant;insignificantly;;significantly
signification,significations
signifier,signifiers
signify,signified;signifies;signifying
signora,signoras
signore,signores
signorina,signorinas
signpost,signposted;signposts;signposting
sikh,sikhs
sikhism,sikhisms
silage,silaging;silages
silence,silenced;silences;silencing
silencer,silencers
silhouette,silhouetted;silhouettes
silica,silicas
silicate,silicates
silicon,siliconed;siliconing
silicone,silicones
silk,silks
silkiness,silkinesses
silkworm,silkworms
silky,silkiest;silkier
sill,sills
silliness,sillinesses
silly,silliest;sillier
silo,silos
silt,silted;silts;silting
siltstone,siltstones
silty,siltier
silva,silvas
silver,silvered;silvering;silvers
silverback,silverbacks
silversmith,silversmiths
silverware,silverwares
silverweed,silverweeds
simian,simians
similar,dissimilar;dissimilarity;;similarity;similarly
similarity,similarities
simile,similes
similitude,similitudes
simmer,simmered;simmers;simmering
simper,simpered;simpering;simpers
simple,simplest;simpler
simpleton,simpletons
simplicity,simplicities
simplification,simplifications
simplify,simplified;simplifies;simplifying;simplifyings
simulacrum,simulacrums
simulate,simulated;simulating;simulates;simulatings
simulation,simulations
simulator,simulators
simulcast,simulcasting;simulcasts;simulcasted
simultaneity,simultaneities
sin,sins;sinned;sinning;sinnings
sincere,sincerest;sincerer
sincerity,sincerities
sine,sines
sinecure,sinecures
sinew,sinews;sinewed
sinfulness,sinfulnesses
sing,singing;sang;sung;sings;singin
singe,singed;singeing;singes
singer,singers
singing,singings
single,singles;singled;singling
single-parent,single-parents;singleparent;singleparents;single parent;single parents
singleness,singlenesses
singlet,singlets
singleton,singletons
singsong,singsongs
singular,singulars
singularity,singularities
sinhalese,sinhalese
sinister,sinisters
sinistral,sinistrals
sink,sank;sunk;sinking;sinks;sunken
sinker,sinkers
sinkhole,sinkholes
sinner,sinners
sinter,sintered;sintering;sinters
sinus,sinuses
sinusoid,sinusoids
sip,sipped;sipping;sips
siphon,siphoned;siphoning;siphons
sir,sirs
sire,sired;sires;siring
siren,sirens
sirloin,sirloins
sisal,sisals
sissy,sissies
sister,sisters
sisterhood,sisterhoods
sit,sat;sitting;sits;sittings
sitar,sitars
sitcom,sitcoms
site,sites;sited;siting
sitter,sitters
situate,situated;situates;situating
situation,situations
situationist,situationists
six,sixes;sixth;sixthly;sixths
sixpence,sixpences
sixteen,sixteens
sixteenth,sixteenths
sixth,sixths
sixty,sixties
size,sizes;sized;sizing;sizings
sizzle,sizzled;sizzling;sizzles
skate,skating;skates;skated
skateboard,skateboarding;skateboards
skateboarder,skateboarders
skateboarding,skateboardings
skater,skaters
skating,skatings
skeet,skeets
skeg,skegs
skein,skeins
skeleton,skeletons
skep,skeps
skeptic,skeptics
skeptical,sceptical
skepticism,skepticisms
sketch,sketches;sketched;sketching;sketchings
sketchbook,sketchbooks
sketchy,sketchiest;sketchier
skew,skewed;skewing;skews
skewer,skewers;skewered;skewering
skewness,skewnesses
ski,skiing;skis;ski-ing;skied
skid,skidded;skidding;skids
skidder,skidders
skier,skiers
skiff,skiffs
skiffle,skiffles
skiing,skiings
skill,skills;skilled
skim,skimming;skimmed;skims
skimmer,skimmers
skimp,skimped;skimping;skimps
skimpy,skimpiest;skimpier
skin,skins;skinned;skinning;skinnings
skinful,skinfuls
skinhead,skinheads
skink,skinks
skinny,skinnier;skinnys;skinnies;skinniest
skip,skipped;skipping;skips;skippings
skipper,skippers;skippered;skippering
skirl,skirled;skirling;skirls
skirmish,skirmishes;skirmishing;skirmished
skirmisher,skirmishers
skirt,skirts;skirted;skirting
skit,skits
skitter,skittered;skittering;skitters
skittle,skittles;skittled;skittling
skive,skiving;skived;skives
skivvy,skivvying;skivvies
skua,skuas
skulk,skulking;skulked;skulks
skull,skulls
skullcap,skullcaps
skunk,skunks;skunked
sky,skies;skied
skybox,skyboxes
skydive,skydiving;skydives;skydived
skydiver,skydivers
skylark,skylarks;skylarking
skylight,skylights
skyline,skylines;skylined
skyrocket,skyrockets;skyrocketing;skyrocketed
skyscraper,skyscrapers
slab,slabs;slabbed;slabed;slabing;slabings
slack,slacks;slacking;slacker;slackest;slacked
slacken,slackened;slackening;slackens
slacker,slackers
slag,slags;slagging;slagged
slake,slaking;slaked;slakes
slalom,slaloms
slam,slammed;slamming;slams
slammer,slammers
slander,slanders;slandered;slandering
slang,slanging;slangs;slanged
slant,slanted;slanting;slants
slap,slapped;slapping;slaps
slapper,slappers
slapstick,slapsticks
slash,slashed;slashing;slashes;slashings
slasher,slashers
slat,slats
slate,slates;slated;slating
slater,slaters
slather,slathered
slattern,slatterns
slaughter,slaughtered;slaughtering;slaughters
slaughterhouse,slaughterhouses
slav,slavs
slave,slaves;slaving;slaved
slaveholder,slaveholders
slaveholding,slaveholdings
slaver,slavering;slavers;slavered
slavery,slaveries
slavic,slavics
slay,slain;slaying;slays;slew
slayer,slayers
sleaze,sleazes
sleazy,sleazier;sleaziest
sled,sleds;sledding;sledded
sledge,sledges;sledging;sledged
sledgehammer,sledgehammers;sledgehammering;sledge-hammers
sleek,sleeker;sleekest;sleeking;sleeks;sleeked
sleep,slept;sleeping;sleeps;sleepings
sleep-on-it,sleeponit;sleeponits;sleep on it;sleep on its
sleeper,sleepers;sleepered
sleepiness,sleepinesses
sleeplessness,sleeplessnesses
sleepover,sleepovers
sleepwalk,sleepwalking;sleepwalked;sleepwalks
sleepwalker,sleepwalkers
sleepy,sleepier;sleepies;sleepiest
sleet,sleeting;sleeted;sleets
sleeve,sleeves;sleeved;sleeving
sleigh,sleighing;sleighs;sleighed
sleight,sleights
slender,slendering
slenderness,slendernesses
sleuth,sleuths
slew,slewed;slewing;slews
slice,slices;sliced;slicing
slicer,slicers
slick,slicked;slicks;slicker;slicking;slickest
slide,slid;slides;sliding
slider,sliders
slight,slightest;slighter;slighted;slights;slighting
slim,slimmer;slimming;slimmed;slims;slimmest
slime,slimes;slimed;sliming
slimline,slimlines
slimy,slimier;slimiest
sling,slung;slings;slinging
slingback,slingbacks
slingshot,slingshots
slink,slinking;slinks;slinked;slunk
slinky,slinkier;slinkiest
slip,slipped;slipping;slips
slip-away,slipaway;slipaways;slip away;slip aways
slip-out,slipout;slipouts;slip out;slip outs
slip-up,slip-ups;slipup;slipups;slip up;slip ups
slip-your-mind,slipyourmind;slipyourminds;slip your mind;slip your minds
slippage,slippages
slipper,slippers;slippered;slippering
slipstream,slipstreamed;slipstreaming
slit,slits;slitting;slitted
slither,slithered;slithering;slithers
sliver,slivers
slob,slobs;slobbed;slobbing
slobber,slobbering;slobbered;slobbers
sloe,sloes
slog,slogging;slogged;slogs
slogan,slogans;sloganned
sloop,sloops
slop,slopping;slopped;slops
slope,slopes;sloped;sloping
sloppiness,sloppinesses
sloppy,sloppier;sloppiest
slosh,sloshing;sloshed;sloshes
slot,slots;slotted;slotting;slottings
sloth,sloths
slouch,slouched;slouching;slouches
slough,sloughed;sloughing;sloughs
slovenliness,slovenlinesses
slow,slower;slowed;slowing;slows;slowest
slow-down,slowdown;slowdowns;slow down;slow downs
slowdown,slowdowns
slowness,slownesses
sludge,sludges;sludging;sludged
slug,slugs;slugged;slugging
slugger,sluggers
sluice,sluices;sluiced;sluicing
slum,slums;slumming;slummed
slumber,slumbers;slumbering;slumbered
slump,slumped;slumps;slumping
slur,slurred;slurs;slurring
slurp,slurped;slurping;slurps
slurry,slurries;slurried;slurrying
slush,slushed;slushing;slushes
slushy,slushier;slushiest
slut,sluts
sly,slyer;slyest
slyness,slynesses
smack,smacked;smacking;smacks
small,smaller;smallest;smalls
smallholder,smallholders
smallholding,smallholdings
smallness,smallnesses
smallpox,smallpox
smarmy,smarmier;smarmiest
smart,smarter;smarting;smartest;smarted;smarts
smarten,smartened;smartening;smartens
smartness,smartnesses
smartphone,smartphones;smartphoned;smartphoning;smartphonings
smarty,smarties
smash,smashed;smashing;smashes
smatter,smattered;smatters;smattering
smear,smeared;smears;smearing
smell,smells;smelt;smelled;smelling;smellings
smelly,smellies;smelliest;smellier
smelt,smelting;smelted;smelts
smelter,smelters
smidgen,smidgens
smile,smiled;smiling;smiles;smilin
smiley,smileys
smirk,smirked;smirking;smirks
smite,smitten;smote;smiting;smites
smith,smiths
smithereens,smithereenss
smithy,smithies
smock,smocks;smocked;smocking
smog,smogs
smoggy,smoggiest
smoke,smoking;smoked;smokes
smoker,smokers
smokescreen,smokescreens
smokestack,smokestacks
smoking,smokings
smoky,smokies;smokier;smokiest
smolder,smolders
smooch,smooching;smooched;smooches
smooth,smoothed;smoothing;smoother;smooths;smoothest
smoothen,smoothens;smoothening;smoothened
smoothie,smoothies
smoothness,smoothnesses
smorgasbord,smorgasbords
smother,smothered;smothering;smothers
smudge,smudged;smudges;smudging
smudgy,smudgier;smudgiest
smug,smuggest;smugger
smuggle,smuggled;smuggling;smuggles
smuggler,smugglers
smugness,smugnesses
smut,smuts;smutting
snack,snacks;snacking;snacked;snackings
snaffle,snaffled;snaffles;snaffling
snafu,snafues;snafuing;snafued
snag,snags;snagged;snagging
snail,snails
snake,snakes;snaked;snaking;snakings
snakebite,snakebites
snaky,snakier;snakiest
snap,snapped;snapping;snaps
snapper,snappers
snappy,snappier;snappiest
snapshot,snapshots
snare,snares;snared;snaring
snarl,snarled;snarling;snarls
snatch,snatched;snatching;snatches
snazzy,snazzier;snazziest
sneak,sneaked;sneaking;sneaks
sneaker,sneakers
sneaky,sneakier;sneakiest
sneer,sneered;sneering;sneers
sneeze,sneezing;sneezed;sneezes;sneezings
snick,snicked;snicking;snicks
snicker,snickered;snickering;snickers
snide,snider
sniff,sniffed;sniffing;sniffs;sniffings
sniffer,sniffers
sniffle,sniffles;sniffled;sniffling
snifter,snifters
snigger,sniggered;sniggering;sniggers
snip,snipped;snipping;snips
snipe,sniping;sniped;snipes
sniper,snipers
snippet,snippets
snitch,snitched;snitching;snitches
snivel,snivelling;snivelled;snivels
snob,snobs
snobbery,snobberies
snobbishness,snobbishnesses
snobby,snobbier;snobbiest
snog,snogging;snogged;snogs
snook,snooks
snooker,snookered;snookers;snookering
snoop,snooping;snooped;snoops
snooze,snoozing;snoozed;snoozes
snore,snoring;snores;snored
snorkel,snorkelling;snorkels;snorkelled
snort,snorted;snorting;snorts
snot,snots
snotty,snotties;snottier;snottiest
snout,snouts;snouting
snow,snowing;snows;snowed;snowings
snowball,snowballs;snowballing;snowballed
snowboard,snowboards;snowboarding
snowboarder,snowboarders
snowboarding,snowboardings
snowdrift,snowdrifts
snowdrop,snowdrops
snowfall,snowfalls
snowfield,snowfields
snowflake,snowflakes
snowman,snowmen
snowmobile,snowmobiles;snowmobiling
snowplow,snowplows
snowshoe,snowshoes
snowstorm,snowstorms
snowy,snowiest;snowys;snowier
snub,snubbed;snubs;snubbing
snuff,snuffed;snuffing;snuffs
snuffle,snuffling;snuffled;snuffles
snug,snugged;snugs;snugger;snuggest
snuggle,snuggled;snuggling;snuggles
so,soes
so-as-to,soasto;soastos;so as to;so as tos
so-called,socalled;so called;socalleds;so calleds;socalled;socalleds;so called;so calleds
so-far,sofar;sofars;so far;so fars
so-to-speak,sotospeak;sotospeaks;so to speak;so to speaks
soak,soaking;soaked;soaks
soaking,soakings
soap,soaps;soaping;soaped
soap-opera,soapopera;soapoperas;soap opera;soap operas
soapbox,soapboxes
soapstone,soapstones
soapy,soapier;soapiest
soar,soared;soaring;soars
soaring,soarings
sob,sobbing;sobbed;sobs
sober,sobered;sobers;sobering;soberer;soberest
sobriety,sobrieties
soccer,soccers
sociability,sociabilities
sociable,sociables
social,socials
social-networking,socialnetworking;socialnetworkings;social networking;social networkings
socialise,socialising;socialised;socialises
socialism,socialisms
socialist,socialists
socialite,socialites
sociality,socialities
socialization,socializations
socialize,socialized;socializing;socializes;socialise;socialises;socialised;socialising;socialisings
society,societies
sociobiology,sociobiologies
socioeconomic,socioeconomics
sociolinguist,sociolinguists
sociolinguistic,sociolinguistics
sociolinguistics,sociolinguisticss
sociologist,sociologists
sociology,sociologies
sociopath,sociopaths
sock,socks;socked;socking;sockings
socket,sockets
sod,sods;sodding;sodded
soda,sodas
sodium,sodiums
sodomy,sodomies
sofa,sofas
soft,softer;softest
soft-drink,soft-drinks;softdrink;softdrinks;soft drink;soft drinks
softball,softballs
soften,softened;softening;softens
softener,softeners
softness,softnesses
software,software
softwood,softwoods
softy,softies
soggy,soggiest;soggier
soil,soils;soiled;soiling
soiree,soirees
sojourn,sojourns;sojourned;sojourning
sojourner,sojourners
sol,sols
solace,solaced;solaces;solacing
solar,solars
solarium,solariums
solarization,solarizations
solarize,solarizes;solarizing;solarized
solder,soldered;soldering;solders
soldier,soldiers;soldiering;soldiered;soldierings
sole,soles;soled;soling
solecism,solecisms
solemnity,solemnities
solenoid,solenoids
solicit,soliciting;solicited;solicits
solicitation,solicitations
solicitor,solicitors
solicitude,solicitudes
solid,solids
solidarity,solidarities
solidify,solidified;solidifying;solidifies
solidity,solidities
soliloquy,soliloquies
solitaire,solitaires
solitary,solitaries
soliton,solitons
solitude,solitudes
solmization,solmizations
solo,solos;soloing
soloist,soloists
solstice,solstices
solubility,solubilities
soluble,solubles
solute,solutes
solution,solutions
solvability,solvabilities
solvation,solvations
solve,solved;solving;solves
solvency,solvencies
solvent,solvents
solver,solvers
som,soms
soma,somata
somali,somalis
sombrero,sombreros
some,somebody;somehow;someone;something;sometime;sometimes;somewhere
some-kind-of,somekindof;somekindofs;some kind of;some kind ofs
somebody,somebodies
someday,somedays
someone,someones
somersault,somersaults;somersaulted;somersaulting
something,somethings;somethin
something-like,somethinglike;somethinglikes;something like;something likes
sometime,sometimes
somewhere,somewheres
sommelier,sommeliers
somnolence,somnolences
son,sons;soned;sonning;sonnings
sonar,sonars
sonata,sonatas
sone,sones
song,songs
songbird,songbirds
songbook,songbooks
songster,songsters
songstress,songstresses
songwriter,songwriters
sonic,sonics
sonnet,sonnets
sonogram,sonograms
sonography,sonographies
soon,sooner;soonest
sooner-or-later,soonerorlater;soonerorlaters;sooner or later;sooner or laters
soot,sooted;sooting;soots
sooth,sooths
soothe,soothed;soothes;soothing
soothsayer,soothsayers
sooty,sooties
sop,sops;sopped;sopping
sophisticate,sophisticates;sophisticated;sophisticating
sophisticated,sophisticate;unsophisticated
sophistication,sophistications
sophistry,sophistries
sophomore,sophomores
soporific,soporifics
soprano,sopranos
sorbent,sorbents
sorcerer,sorcerers
sorceress,sorceresses
sorcery,sorceries
sore,sores;sorer
soreness,sorenesses
sorghum,sorghums
sorority,sororities
sorption,sorptions
sorrel,sorrels
sorrow,sorrows;sorrowed;sorrowing
sorry,sorrier;sorriest
sort,sorts;sorted;sorting
sort-of,sort-ofs;sortof;sortofs;sort of;sort ofs
sorter,sorters
sortie,sorties
sou,sous
souffle,souffles
souk,souks
soul,souls
sound,sounds;sounded;sounding;sounder;soundest;soundings
soundbox,soundboxes
sounder,sounders
soundness,soundnesses
soundproof,soundproofed;soundproofing;soundproofs
soundstage,soundstages
soundtrack,soundtracks;soundtracking
soup,soups;souped;souping
sour,soured;souring;sours;sourer;sourest
source,sources;sourced;sourcing
sourdough,sourdoughs
sourness,sournesses
souse,soused;sousing;souses
soutane,soutanes
south,souths
southeast,southeasts
southerly,southerlies
southerner,southerners
southward,southwards
southwest,southwests
southwestern,southwesterns
souvenir,souvenirs
souvlaki,souvlakis
sovereign,sovereigns
sovereignty,sovereignties
soviet,soviets
sow,sown;sows;sowing;sowed
soy,soys
soya,soyas
soybean,soybeans
spa,spas
space,spaces;spaced;spacing;spacings
spacecraft,spacecrafts
spaceflight,spaceflights
spaceman,spacemen
spacer,spacers
spaceship,spaceships
spacesuit,spacesuits
spacewalk,spacewalks;spacewalking;spacewalked
spaciousness,spaciousnesses
spade,spades;spading
spadefoot,spadefoots
spaghetti,spaghettis
spain,spains
spam,spammed
spammer,spammers
span,spanning;spans;spanned;spannings
spandex,spandexes
spandrel,spandrels
spangle,spangles;spangled;spangling
spaniel,spaniels
spank,spanking;spanked;spanks
spanner,spanners
spar,spars;sparring;sparred
spare,spared;spares;sparing
spare-time,sparetime;sparetimes;spare time;spare times
spark,sparked;sparks;sparking
sparkle,sparkling;sparkled;sparkles
sparkler,sparklers
sparkling,sparklings
sparrow,sparrows
sparse,sparser;sparsest
spasm,spasms;spasmed;spasming
spastic,spastics
spasticity,spasticities
spat,spats;spatted
spate,spates
spatial,spatials
spatter,spattered;spattering;spatters
spatula,spatulas
spawn,spawned;spawning;spawns
speak,spoke;speaking;spoken;speaks;spake
speak-up,speak-ups;speakup;speakups;speak up;speak ups
speak-volumes,speakvolumes;speakvolumess;speak volumes;speak volumess
speak-your-mind,speakyourmind;speakyourminds;speak your mind;speak your minds
speakeasy,speakeasies
speaker,speakers
speakerphone,speakerphones
speakership,speakerships
speaks-for-itself,speaksforitself;speaksforitselfs;speaks for itself;speaks for itselfs
spear,spears;speared;spearing
spearhead,spearheaded;spearheading;spearheads
spec,specs
special,specials;specialled;specialling;speciallings
special-offer,specialoffer;specialoffers;special offer;special offers
specialism,specialisms
specialist,specialists
specialization,specializations
specialize,specialized;specializing;specializes
specialty,specialties;speciality;specialities
speciation,speciations
species,species
specific,specifics
specification,specifications
specificity,specificities
specifier,specifiers
specify,specified;specifying;specifies
specimen,specimens
speck,specks;specking;specked
speckle,speckled;speckles;speckling
spectacle,spectacles;spectacled
spectacular,spectaculars
spectator,spectators
specter,specters
spectrogram,spectrograms
spectrograph,spectrographs
spectrometer,spectrometers
spectrometry,spectrometries
spectrophotometer,spectrophotometers
spectroscope,spectroscopes
spectroscopy,spectroscopies
spectrum,spectra;spectrums
speculate,speculated;speculating;speculates
speculation,speculations
speculator,speculators
speculum,specula
speech,speeches
speechify,speechifies;speechifying;speechified
speechlessness,speechlessnesses
speechwriter,speechwriters
speed,speeds;speeding;sped;speeded
speedboat,speedboats
speeder,speeders
speediness,speedinesses
speedometer,speedometers
speedway,speedways
speedy,speedier;speediest
spell,spells;spelt;spelled;spelling
spellbind,spellbinding;spellbinds;spellbound
speller,spellers
spelling,spellings
spend,spent;spending;spends;spended;spendings
spender,spenders
spending,spendings
spendthrift,spendthrifts
sperm,sperms;spermed
spermatid,spermatids
spermatocyte,spermatocytes
spermatogenesis,spermatogeneses
spermatozoon,spermatozoa
spermicide,spermicides
spew,spewed;spewing;spews
sphagnum,sphagnums
sphere,spheres
sphincter,sphincters
sphincterotomy,sphincterotomies
sphinx,sphinxes
spice,spices;spiced;spicing
spicule,spicules
spicy,spicier;spiciest
spider,spiders
spiel,spiels;spieling;spieled
spigot,spigots
spike,spikes;spiked;spiking
spiky,spikier;spikiest
spill,spilled;spilling;spills;spilt
spillage,spillages
spillover,spillovers
spin,spun;spinning;spins
spinach,spinaches
spinal,spinals
spindle,spindles;spindling
spindly,spindlier;spindliest
spine,spines
spinel,spinels
spinnaker,spinnakers;spinnakered
spinner,spinners
spinney,spinneys
spinoff,spinoffs
spinster,spinsters
spinsterhood,spinsterhoods
spiral,spirals;spiralling;spiralled
spire,spires;spiring
spirit,spirits;spirited;spiriting
spiritual,spirituals
spiritualism,spiritualisms
spiritualist,spiritualists
spirituality,spiritualities
spirt,spirts
spit,spat;spitting;spits;spitted
spitball,spitballs
spite,spites;spiting;spited
spitfire,spitfires
spittle,spittles
spittoon,spittoons
spiv,spivs
splash,splashed;splashing;splashes
splat,splats;splatted
splatter,splattered;splattering;splatters
splay,splayed;splaying;splays
spleen,spleens
splendor,splendors
splenectomy,splenectomies
splice,spliced;splicing;splices;splicings
spline,splines
splint,splints;splinted;splinting
splinter,splinters;splintered;splintering
split,splitting;splits
split-up,splitup;splitups;split up;split ups
splitter,splitters
splotch,splotches;splotched
splurge,splurged;splurges;splurging
splutter,spluttered;spluttering;splutters
spoil,spoiled;spoilt;spoils;spoiling
spoilage,spoilages
spoiler,spoilers
spoilsport,spoilsports
spoke,spokes;spoked;spoking
spokesman,spokesmen
spokesperson,spokespersons
spokeswoman,spokeswomen
sponge,sponges;sponged;sponging
spongy,spongier;spongiest
sponsor,sponsored;sponsors;sponsoring
sponsorship,sponsorships
spontaneity,spontaneities
spoof,spoofs;spoofing;spoofed
spook,spooked;spooks;spooking
spooky,spookier;spookiest
spool,spools;spooled;spooling
spoon,spoons;spooned;spooning
spoonbill,spoonbills
spoonerism,spoonerisms
spoonful,spoonfuls;spoonsful
spoor,spoors
sporangium,sporangiums
spore,spores;sporing
sporophyte,sporophytes
sporozoite,sporozoites
sporran,sporrans
sport,sports;sporting;sported;sportings
sportscaster,sportscasters
sportsman,sportsmen;sportsmans
sportsmanship,sportsmanships
sportsperson,sportspersons
sportswear,sportswears
sportswoman,sportswomen
sporty,sportier;sportiest
spot,spots;spotted;spotting
spotlight,spotlights;spotlighting;spotlighted
spotter,spotters
spotty,spottier;spottiest
spouse,spouses
spout,spouting;spouts;spouted
sprag,spragged;sprags
sprain,sprained;sprains;spraining
sprat,sprats
sprawl,sprawled;sprawling;sprawls
spray,sprayed;sprays;spraying;sprayings
sprayer,sprayers
spread,spreading;spreads
spread-out,spreadout;spreadouts;spread out;spread outs
spreader,spreaders
spreadsheet,spreadsheets;spreadsheeting
spree,sprees
sprig,sprigs;sprigged;sprigging
sprightly,sprightlier;sprightliest
spring,springs;sprang;sprung;springing
spring-to-mind,springtomind;springtominds;spring to mind;spring to minds
spring-up,springup;springups;spring up;spring ups
springboard,springboards
springer,springers
springtime,springtimes
springy,springier;springiest
sprinkle,sprinkled;sprinkling;sprinkles
sprinkler,sprinklers;sprinklered
sprint,sprinted;sprinting;sprints
sprinter,sprinters
sprit,sprits
sprite,sprites
spritz,spritzs
spritzer,spritzers
sprog,sprogs
sprout,sprouts;sprouted;sprouting
spruce,spruced;sprucing;spruces
spud,spuds;spudded;spudding
spume,spumed;spuming;spumes
spur,spurred;spurring;spurs
spurn,spurned;spurns;spurning
spurt,spurted;spurting;spurts
sputnik,sputniks
sputter,sputtering;sputtered;sputters
sputum,sputums
spy,spies;spying;spied
spyware,spywares
squabble,squabbles;squabbling;squabbled
squad,squads
squadron,squadrons
squall,squalls;squalling;squalled
squalor,squalors
squander,squandered;squandering;squanders
square,squares;squared;squaring;squarer;squarest
squareness,squarenesses
squash,squashed;squashing;squashes
squashy,squashier;squashiest
squat,squatted;squatting;squats
squatter,squatters
squaw,squaws
squawk,squawked;squawking;squawks
squeak,squeaked;squeaks;squeaking;squeakings
squeaky,squeakies;squeakiest;squeakier
squeal,squealed;squealing;squeals
squeegee,squeegees
squeeze,squeezed;squeezing;squeezes
squelch,squelched;squelching;squelches
squib,squibs
squid,squids
squig,squigs
squiggle,squiggles
squint,squinted;squinting;squints
squire,squires;squiring;squired
squirm,squirmed;squirming;squirms
squirrel,squirrels;squirrelled;squirrelling
squirt,squirted;squirts;squirting
squish,squished;squishes;squishing
ss,sss
st,sts
stab,stabbed;stabbing;stabs
stabile,stabiles
stability,stabilities
stabilization,stabilizations
stabilize,stabilized;stabilizing;stabilizes;stabilizings;stabilise;stabilises;stabilised;stabilising;stabilisings
stabilizer,stabilizers
stable,stables;stabled;stabling
stable-condition,stablecondition;stableconditions;stable condition;stable conditions
stablemate,stablemates
stack,stacked;stacks;stacking;stackings
staddle,staddles
stadium,stadia;stadiums
staff,staffed;staffs;staves;staffing
staffer,staffers
staffroom,staffrooms
stag,stags;stagging
stage,stages;staged;staging
stagecoach,stagecoaches
stagecraft,stagecrafts
stagehand,stagehands
stagflation,stagflations
stagger,staggered;staggering;staggers
staginess,staginesses
stagnate,stagnated;stagnating;stagnates
stagnation,stagnations
staid,staider
stain,stained;stains;staining
stainless,stainlesses
stair,stairs
staircase,staircases
stairs,stair
stairway,stairways
stairwell,stairwells
stake,stakes;staked;staking
stakeholder,stakeholders
stakeout,stakeouts
stalactite,stalactites
stalagmite,stalagmites
stale,staled;staler;stales;staling;stalest
stalemate,stalemates;stalemated
staleness,stalenesses
stalk,stalks;stalked;stalking
stalker,stalkers
stall,stalls;stalled;stalling
stallholder,stallholders
stallion,stallions
stalwart,stalwarts
stamen,stamens
stamina,staminas
stammer,stammered;stammering;stammers
stamp,stamps;stamped;stamping
stampede,stampeded;stampeding;stampedes
stance,stances;stanced;stancing;stancings
stanchion,stanchions
stand,stood;standing;stands;standed;standings
stand-a-chance,standachance;standachances;stand a chance;stand a chances
stand-back,standback;standbacks;stand back;stand backs
stand-in,stand-ins;standin;standins;stand in;stand ins
stand-out,standout;standouts;stand out;stand outs
stand-trial,standtrial;standtrials;stand trial;stand trials
stand-your-ground,standyourground;standyourgrounds;stand your ground;stand your grounds
standard,standards
standard-of-living,standardofliving;standardoflivings;standard of living;standard of livings
standardization,standardizations
standardize,standardized;standardizing;standardizes;standardise;standardises;standardised;standardising;standardisings
standby,standbys
stander,standers
standing,standings
standpipe,standpipes
standpoint,standpoints
standstill,standstills
stanley,stanleys
stanza,stanzas
staphylococcus,staphylococcuss
staple,staples;stapled;stapling
stapler,staplers
star,stars;starring;starred;starrings
starboard,starboards
starburst,starbursts
starch,starched;starches;starching
starchy,starchier;starchiest
stardom,stardoms
stare,stared;staring;stares
starfish,starfishes;starfished;starfish
stargaze,stargazing;stargazes;stargazed
stargazer,stargazers
stark,starker;starkest
starkness,starknesses
starlet,starlets
starlight,starlights
starling,starlings
starry,starriest
start,started;starting;starts;startings
start-out,startout;startouts;start out;start outs
starter,starters
startle,startled;startling;startles
startup,startups
starvation,starvations
starve,starved;starving;starves;starveing
starveling,starvelings
starving,starvings
stash,stashed;stashing;stashes
stasis,stases
stat,stats
state,states;stated;stating
statecraft,statecrafts
stateliness,statelinesses
stately,statelier;stateliest
statement,statements
stateroom,staterooms
states,interstate;statehood;stateless;statist
statesman,statesmen
statesmanship,statesmanships
static,statics
station,stations;stationed;stationing;stationings
stationer,stationers
stationery,stationeries
statistic,statistics
statistical,statisticals
statistician,statisticians
statistics,statisticss
stator,stators
statuary,statuaries
statue,statues
statuette,statuettes
stature,statures
status,status
status-symbol,status-symbols;statussymbol;statussymbols;status symbol;status symbols
statute,statutes
staunch,staunchest;staunching;staunched;staunches;stauncher
stave,staved;staving;staves;stove
stay,stayed;staying;stays;staid;stayings
stay-behind,staybehind;staybehinds;stay behind;stay behinds
stay-on,stayon;stayons;stay on;stay ons
stay-out,stayout;stayouts;stay out;stay outs
stay-over,stayover;stayovers;stay over;stay overs
stay-put,stayput;stayputs;stay put;stay puts
stay-up,stayup;stayups;stay up;stay ups
stayer,stayers
stead,steading;steads
steadfastness,steadfastnesses
steadiness,steadinesses
steady,steadied;steadying;steadier;steadies;steadiest
steak,steaks
steakhouse,steakhouses
steal,stolen;stole;stealing;steals
stealer,stealers
stealth,stealths
stealthy,stealthier;stealthiest
steam,steamed;steaming;steams
steamboat,steamboats;steamboating
steamer,steamers
steamroller,steamrollered;steamrollers;steamrollering
steamship,steamships
steamy,steamier;steamiest
steed,steeds
steel,steeled;steels;steeling
steelwork,steelworks
steelworker,steelworkers
steely,steelies;steelier
steep,steeper;steeped;steepest;steeping;steeps
steepen,steepened;steepens;steepening
steeple,steeples;steepled;steepling
steeplechase,steeplechasing;steeplechases;steeplechased
steepness,steepnesses
steer,steered;steering;steers
steerable,steerables
steerage,steerages
steering-wheel,steeringwheel;steeringwheels;steering wheel;steering wheels
steersman,steersmen
stein,steins
stele,steles
stem,stems;stemmed;stemming
stench,stenches
stencil,stencilled;stencils;stencilling
stenographer,stenographers
stenosis,stenoses
stent,stents;stented;stenting
step,steps;stepped;stepping;steppings
step-by-step,stepbystep;stepbysteps;step by step;step by steps
step-down,step-downs;stepdown;stepdowns;step down;step downs
stepbrother,stepbrothers
stepchild,stepchildren
stepdaughter,stepdaughters
stepfather,stepfathers
stephen,stephens
stepmother,stepmothers
steppe,steppes
stepper,steppers
stepsister,stepsisters
stepson,stepsons
stereo,stereos
